id,House,Hogsmeade_Visits,House_Allies,Curse_Mark,Owl_Posts,Quidditch_Attendance,Boggart_Fear,Time_in_Chamber,Corruption
1357,Hufflepuff,10.0,12.0,False,3.0,4.0,No,1.0,Safe
1358,Gryffindor,,9.0,,7.0,6.0,No,2.0,Safe
1359,Hufflepuff,9.0,6.0,,8.0,6.0,No,1.0,Safe
1360,Hufflepuff,4.0,7.0,False,10.0,4.0,No,3.0,Safe
1361,Slytherin,,,True,,0.0,Yes,9.0,Vulnerable
1362,Hufflepuff,3.0,4.0,True,,0.0,Yes,4.0,Vulnerable
1363,Gryffindor,,0.0,,1.0,,Yes,,Vulnerable
1364,Slytherin,,2.0,True,2.0,,Yes,8.0,Vulnerable
1365,Ravenclaw,7.0,6.0,False,6.0,7.0,No,1.0,Safe
1366,Hufflepuff,7.0,12.0,False,8.0,4.0,No,1.0,Safe
1367,Gryffindor,1.0,2.0,True,,2.0,Yes,,Vulnerable
1368,Slytherin,,14.0,,3.0,5.0,No,3.0,Safe
1369,Hufflepuff,6.0,,,9.0,7.0,No,1.0,Safe
1370,Ravenclaw,7.0,11.0,,3.0,3.0,,2.0,Safe
1371,Slytherin,5.0,7.0,False,5.0,,No,2.0,Vulnerable
1372,Hufflepuff,9.0,,,,6.0,No,2.0,Safe
1373,Gryffindor,7.0,14.0,,,6.0,No,3.0,Safe
1374,Slytherin,1.0,1.0,,,,Yes,8.0,Vulnerable
1375,Slytherin,7.0,9.0,False,9.0,,No,4.0,Safe
1376,Slytherin,3.0,5.0,True,,,Yes,,Vulnerable
1377,Gryffindor,,11.0,False,6.0,7.0,No,,Safe
1378,Slytherin,9.0,12.0,,5.0,4.0,No,4.0,Vulnerable
1379,Hufflepuff,6.0,14.0,False,9.0,5.0,No,1.0,Safe
1380,Gryffindor,1.0,,,2.0,1.0,Yes,10.0,Vulnerable
1381,Ravenclaw,3.0,,False,,,No,2.0,Vulnerable
1382,Hufflepuff,,4.0,True,1.0,0.0,,4.0,Vulnerable
1383,Hufflepuff,7.0,5.0,,9.0,4.0,No,,Safe
1384,Ravenclaw,7.0,12.0,False,5.0,5.0,No,0.0,Safe
1385,Slytherin,4.0,10.0,,7.0,,No,0.0,Safe
1386,Ravenclaw,8.0,,False,4.0,7.0,No,0.0,Safe
1387,Slytherin,,14.0,False,4.0,7.0,No,3.0,Safe
1388,Slytherin,8.0,12.0,False,4.0,5.0,,0.0,Safe
1389,Hufflepuff,4.0,13.0,False,7.0,4.0,No,3.0,Safe
1390,Gryffindor,3.0,,True,1.0,1.0,Yes,,Vulnerable
1391,Ravenclaw,6.0,13.0,False,7.0,3.0,No,1.0,Safe
1392,Hufflepuff,7.0,6.0,False,4.0,3.0,No,,Safe
1393,Ravenclaw,8.0,13.0,,8.0,5.0,No,2.0,Safe
1394,Slytherin,7.0,14.0,False,4.0,6.0,No,3.0,Safe
1395,Gryffindor,5.0,9.0,False,8.0,3.0,No,1.0,Safe
1396,Ravenclaw,4.0,12.0,,9.0,7.0,No,1.0,Safe
1397,Gryffindor,5.0,11.0,False,7.0,6.0,,1.0,Safe
1398,Gryffindor,4.0,,,2.0,3.0,No,,Safe
1399,Slytherin,9.0,8.0,,6.0,5.0,No,0.0,Safe
1400,Ravenclaw,4.0,8.0,False,,7.0,No,3.0,Safe
1401,Slytherin,9.0,7.0,False,3.0,6.0,No,4.0,Safe
1402,Hufflepuff,4.0,10.0,,6.0,7.0,No,1.0,Safe
1403,Ravenclaw,9.0,8.0,False,8.0,4.0,No,1.0,Safe
1404,Gryffindor,5.0,7.0,False,4.0,5.0,No,,Vulnerable
1405,Slytherin,3.0,6.0,True,,0.0,Yes,8.0,Vulnerable
1406,Hufflepuff,9.0,12.0,,7.0,5.0,No,,Safe
1407,Slytherin,9.0,10.0,False,4.0,7.0,No,2.0,Safe
1408,Hufflepuff,5.0,12.0,,9.0,6.0,No,1.0,Safe
1409,Gryffindor,2.0,5.0,True,0.0,,Yes,11.0,Vulnerable
1410,Ravenclaw,7.0,5.0,True,2.0,1.0,Yes,0.0,Safe
1411,Slytherin,9.0,7.0,,6.0,5.0,No,0.0,Safe
1412,Hufflepuff,3.0,3.0,True,1.0,1.0,Yes,11.0,Vulnerable
1413,Hufflepuff,8.0,,,4.0,5.0,No,1.0,Safe
1414,Gryffindor,,13.0,,9.0,7.0,No,1.0,Safe
1415,Slytherin,1.0,1.0,True,2.0,,Yes,7.0,Vulnerable
1416,Gryffindor,4.0,12.0,False,,5.0,No,1.0,Safe
1417,Gryffindor,8.0,5.0,False,9.0,4.0,No,,Safe
1418,Hufflepuff,,,,0.0,,Yes,6.0,Vulnerable
1419,Slytherin,5.0,14.0,False,9.0,7.0,,3.0,Safe
1420,Hufflepuff,,3.0,,2.0,1.0,Yes,5.0,Vulnerable
1421,Gryffindor,8.0,12.0,,,,No,1.0,Safe
1422,Slytherin,0.0,15.0,True,1.0,1.0,Yes,9.0,Safe
1423,Slytherin,,,False,5.0,4.0,No,0.0,Vulnerable
1424,Slytherin,5.0,11.0,False,8.0,3.0,No,1.0,Safe
1425,Slytherin,2.0,1.0,True,,3.0,Yes,6.0,Vulnerable
1426,Gryffindor,3.0,8.0,False,6.0,5.0,No,0.0,Safe
1427,Hufflepuff,5.0,10.0,,,4.0,No,0.0,Vulnerable
1428,Slytherin,10.0,7.0,False,5.0,5.0,No,1.0,Safe
1429,Slytherin,,11.0,False,6.0,6.0,No,,Safe
1430,Slytherin,,10.0,,7.0,5.0,No,1.0,Vulnerable
1431,Slytherin,1.0,0.0,True,1.0,0.0,Yes,4.0,Vulnerable
1432,Slytherin,5.0,11.0,,6.0,5.0,No,0.0,Safe
1433,Hufflepuff,9.0,6.0,,9.0,7.0,No,1.0,Safe
1434,Slytherin,7.0,10.0,,4.0,7.0,No,2.0,Safe
1435,Hufflepuff,0.0,,,0.0,1.0,Yes,,Vulnerable
1436,Hufflepuff,6.0,,False,7.0,,No,2.0,Vulnerable
1437,Slytherin,6.0,5.0,,3.0,4.0,No,4.0,Safe
1438,Slytherin,1.0,,True,1.0,,Yes,7.0,Vulnerable
1439,Slytherin,9.0,9.0,False,6.0,6.0,No,0.0,Safe
1440,Slytherin,9.0,13.0,,9.0,5.0,,1.0,Safe
1441,Gryffindor,3.0,0.0,True,,1.0,Yes,6.0,Vulnerable
1442,Hufflepuff,7.0,14.0,False,7.0,,,3.0,Safe
1443,Slytherin,3.0,1.0,True,,,Yes,4.0,Vulnerable
1444,Ravenclaw,5.0,,,10.0,6.0,No,2.0,Safe
1445,Slytherin,4.0,,False,8.0,5.0,No,5.0,Safe
1446,Ravenclaw,8.0,13.0,False,8.0,4.0,No,0.0,Safe
1447,Ravenclaw,8.0,8.0,False,6.0,5.0,No,1.0,Safe
1448,Gryffindor,9.0,14.0,False,4.0,5.0,,2.0,Safe
1449,Slytherin,4.0,15.0,,9.0,6.0,No,2.0,Safe
1450,Slytherin,,2.0,,1.0,2.0,Yes,7.0,Vulnerable
1451,Slytherin,3.0,0.0,,,0.0,Yes,4.0,Vulnerable
1452,Hufflepuff,2.0,3.0,True,2.0,,Yes,10.0,Vulnerable
1453,Gryffindor,,,,1.0,1.0,Yes,8.0,Vulnerable
1454,Hufflepuff,0.0,,,0.0,,Yes,,Vulnerable
1455,Slytherin,0.0,,True,,0.0,Yes,4.0,Vulnerable
1456,Ravenclaw,,15.0,False,5.0,,No,,Vulnerable
1457,Gryffindor,,13.0,,7.0,6.0,No,2.0,Safe
1458,Slytherin,8.0,15.0,,9.0,,No,2.0,Safe
1459,Slytherin,,14.0,,9.0,7.0,No,3.0,Safe
1460,Ravenclaw,,14.0,False,10.0,6.0,No,2.0,Vulnerable
1461,Slytherin,,13.0,False,4.0,7.0,No,0.0,Safe
1462,Ravenclaw,8.0,9.0,False,6.0,5.0,No,3.0,Safe
1463,Slytherin,,4.0,,1.0,0.0,Yes,4.0,Vulnerable
1464,Gryffindor,4.0,10.0,,,5.0,No,3.0,Safe
1465,Hufflepuff,,5.0,False,9.0,,No,3.0,Safe
1466,Slytherin,1.0,5.0,,2.0,,Yes,4.0,Vulnerable
1467,Gryffindor,,14.0,False,3.0,6.0,,0.0,Safe
1468,Hufflepuff,5.0,8.0,False,4.0,3.0,No,0.0,Safe
1469,Slytherin,3.0,13.0,False,,6.0,No,0.0,Safe
1470,Hufflepuff,8.0,15.0,,8.0,3.0,No,0.0,Safe
1471,Slytherin,,4.0,True,1.0,,Yes,7.0,Vulnerable
1472,Gryffindor,0.0,4.0,,3.0,3.0,Yes,,Vulnerable
1473,Hufflepuff,9.0,10.0,False,,6.0,No,2.0,Safe
1474,Ravenclaw,7.0,7.0,False,5.0,7.0,No,1.0,Safe
1475,Hufflepuff,6.0,,,,4.0,No,,Vulnerable
1476,Slytherin,,3.0,True,0.0,1.0,Yes,,Vulnerable
1477,Hufflepuff,5.0,4.0,False,7.0,4.0,No,,Safe
1478,Hufflepuff,10.0,9.0,False,9.0,6.0,No,3.0,Safe
1479,Ravenclaw,3.0,6.0,,,1.0,Yes,,Vulnerable
1480,Ravenclaw,,5.0,True,,,Yes,9.0,Vulnerable
1481,Hufflepuff,4.0,11.0,False,9.0,4.0,No,0.0,Safe
1482,Hufflepuff,9.0,11.0,,3.0,6.0,No,0.0,Safe
1483,Ravenclaw,5.0,10.0,,9.0,4.0,No,0.0,Safe
1484,Slytherin,3.0,,True,1.0,2.0,Yes,4.0,Vulnerable
1485,Hufflepuff,0.0,4.0,True,5.0,,Yes,5.0,Vulnerable
1486,Slytherin,9.0,11.0,,9.0,7.0,No,1.0,Safe
1487,Slytherin,7.0,9.0,False,3.0,,No,0.0,Safe
1488,Hufflepuff,4.0,5.0,,6.0,3.0,,1.0,Safe
1489,Gryffindor,,10.0,,6.0,5.0,No,0.0,Safe
1490,Slytherin,10.0,11.0,False,4.0,3.0,,1.0,Safe
1491,Slytherin,1.0,4.0,,,,Yes,,Vulnerable
1492,Slytherin,1.0,2.0,True,4.0,0.0,Yes,,Vulnerable
1493,Gryffindor,3.0,1.0,,2.0,,Yes,6.0,Vulnerable
1494,Ravenclaw,6.0,7.0,,9.0,7.0,No,1.0,Safe
1495,Slytherin,7.0,9.0,False,7.0,4.0,No,0.0,Safe
1496,Gryffindor,7.0,14.0,,9.0,4.0,No,1.0,Safe
1497,Ravenclaw,3.0,6.0,False,9.0,6.0,No,0.0,Safe
1498,Ravenclaw,6.0,14.0,,,,No,0.0,Safe
1499,Slytherin,6.0,14.0,False,,3.0,No,,Vulnerable
1500,Slytherin,1.0,4.0,True,0.0,1.0,Yes,,Vulnerable
1501,Slytherin,2.0,3.0,,2.0,1.0,,8.0,Vulnerable
1502,Gryffindor,9.0,,False,8.0,7.0,No,4.0,Safe
1503,Slytherin,0.0,1.0,,,0.0,,5.0,Vulnerable
1504,Ravenclaw,5.0,,False,3.0,,No,,Vulnerable
1505,Ravenclaw,4.0,7.0,False,,5.0,No,,Safe
1506,Hufflepuff,,5.0,False,5.0,4.0,No,,Vulnerable
1507,Slytherin,6.0,13.0,False,3.0,3.0,No,2.0,Safe
1508,Hufflepuff,5.0,4.0,,9.0,,No,9.0,Vulnerable
1509,Ravenclaw,2.0,5.0,,0.0,2.0,Yes,2.0,Safe
1510,Ravenclaw,8.0,7.0,,7.0,6.0,No,1.0,Safe
1511,Slytherin,,8.0,,7.0,7.0,No,1.0,Vulnerable
1512,Gryffindor,0.0,1.0,,,,Yes,,Vulnerable
1513,Ravenclaw,3.0,4.0,,4.0,5.0,No,,Safe
1514,Slytherin,8.0,11.0,False,7.0,6.0,No,1.0,Safe
1515,Ravenclaw,0.0,2.0,True,1.0,,Yes,6.0,Safe
1516,Slytherin,,1.0,,2.0,1.0,Yes,8.0,Vulnerable
1517,Hufflepuff,10.0,11.0,False,4.0,6.0,No,2.0,Safe
1518,Slytherin,9.0,9.0,False,10.0,7.0,No,3.0,Safe
1519,Ravenclaw,6.0,6.0,False,9.0,,No,,Safe
1520,Gryffindor,2.0,14.0,,1.0,4.0,No,1.0,Safe
1521,Ravenclaw,4.0,7.0,False,6.0,6.0,No,2.0,Safe
1522,Slytherin,1.0,,,1.0,2.0,,4.0,Vulnerable
1523,Hufflepuff,7.0,12.0,,3.0,5.0,No,4.0,Safe
1524,Slytherin,6.0,6.0,False,3.0,5.0,No,1.0,Safe
1525,Ravenclaw,9.0,4.0,False,3.0,3.0,No,4.0,Safe
1526,Ravenclaw,7.0,14.0,False,9.0,3.0,No,2.0,Safe
1527,Ravenclaw,,3.0,True,3.0,3.0,Yes,9.0,Vulnerable
1528,Gryffindor,4.0,,,,6.0,No,2.0,Safe
1529,Hufflepuff,,2.0,,2.0,1.0,,9.0,Vulnerable
1530,Slytherin,9.0,7.0,,4.0,5.0,No,2.0,Safe
1531,Gryffindor,6.0,11.0,False,8.0,3.0,No,0.0,Safe
1532,Slytherin,1.0,2.0,True,,2.0,Yes,,Vulnerable
1533,Slytherin,8.0,8.0,,9.0,7.0,No,1.0,Safe
1534,Hufflepuff,9.0,6.0,,9.0,7.0,No,,Safe
1535,Gryffindor,9.0,15.0,False,5.0,5.0,No,3.0,Safe
1536,Slytherin,0.0,,,,0.0,,,Vulnerable
1537,Gryffindor,9.0,6.0,False,6.0,3.0,No,1.0,Safe
1538,Hufflepuff,,8.0,False,6.0,4.0,No,2.0,Vulnerable
1539,Hufflepuff,7.0,15.0,False,9.0,7.0,No,0.0,Safe
1540,Slytherin,7.0,10.0,False,,6.0,No,3.0,Safe
1541,Hufflepuff,4.0,6.0,False,3.0,6.0,No,,Safe
1542,Slytherin,7.0,15.0,False,3.0,5.0,No,,Safe
1543,Slytherin,5.0,11.0,False,5.0,6.0,No,6.0,Safe
1544,Slytherin,5.0,7.0,False,3.0,3.0,No,0.0,Safe
1545,Slytherin,,1.0,True,1.0,,Yes,10.0,Vulnerable
1546,Slytherin,1.0,1.0,True,2.0,0.0,,7.0,Vulnerable
1547,Gryffindor,7.0,5.0,,9.0,,No,1.0,Safe
1548,Hufflepuff,8.0,8.0,False,5.0,5.0,No,,Vulnerable
1549,Ravenclaw,5.0,,False,3.0,7.0,No,2.0,Safe
1550,Ravenclaw,9.0,14.0,False,9.0,3.0,No,3.0,Safe
1551,Gryffindor,7.0,12.0,False,9.0,3.0,No,0.0,Safe
1552,Hufflepuff,8.0,6.0,False,9.0,,No,1.0,Safe
1553,Ravenclaw,4.0,10.0,False,3.0,6.0,No,3.0,Safe
1554,Slytherin,,2.0,,2.0,,Yes,5.0,Vulnerable
1555,Gryffindor,0.0,2.0,True,3.0,5.0,Yes,11.0,Safe
1556,Ravenclaw,8.0,7.0,False,6.0,5.0,No,2.0,Safe
1557,Slytherin,8.0,14.0,False,,5.0,,4.0,Safe
1558,Slytherin,,,True,,1.0,Yes,,Vulnerable
1559,Ravenclaw,,1.0,True,0.0,1.0,Yes,,Vulnerable
1560,Ravenclaw,,8.0,False,3.0,,No,2.0,Vulnerable
1561,Slytherin,2.0,2.0,,2.0,1.0,Yes,,Vulnerable
1562,Gryffindor,7.0,9.0,,4.0,3.0,No,2.0,Safe
1563,Hufflepuff,9.0,8.0,False,3.0,7.0,No,1.0,Safe
1564,Gryffindor,4.0,10.0,False,3.0,3.0,No,2.0,Safe
1565,Ravenclaw,8.0,15.0,False,8.0,3.0,No,1.0,Safe
1566,Slytherin,5.0,,,6.0,5.0,No,2.0,Safe
1567,Ravenclaw,4.0,12.0,False,6.0,7.0,No,3.0,Safe
1568,Ravenclaw,7.0,5.0,,9.0,7.0,No,1.0,Safe
1569,Slytherin,7.0,9.0,False,8.0,5.0,No,0.0,Safe
1570,Slytherin,8.0,9.0,,6.0,4.0,No,1.0,Safe
1571,Hufflepuff,6.0,14.0,False,10.0,4.0,No,,Safe
1572,Gryffindor,,10.0,,9.0,,No,0.0,Safe
1573,Ravenclaw,9.0,4.0,False,,6.0,No,0.0,Safe
1574,Ravenclaw,9.0,8.0,False,8.0,,No,3.0,Safe
1575,Slytherin,8.0,,,3.0,4.0,No,2.0,Safe
1576,Slytherin,2.0,,,1.0,0.0,Yes,5.0,Vulnerable
1577,Slytherin,5.0,,False,9.0,7.0,No,0.0,Safe
1578,Hufflepuff,8.0,,,6.0,6.0,No,3.0,Safe
1579,Hufflepuff,9.0,15.0,,5.0,4.0,No,3.0,Safe
1580,Ravenclaw,3.0,8.0,,7.0,4.0,No,,Vulnerable
1581,Ravenclaw,2.0,,True,,2.0,Yes,,Vulnerable
1582,Gryffindor,2.0,0.0,True,,0.0,Yes,7.0,Safe
1583,Gryffindor,,3.0,,2.0,,Yes,,Vulnerable
1584,Ravenclaw,9.0,7.0,False,8.0,6.0,,4.0,Safe
1585,Slytherin,4.0,6.0,False,4.0,7.0,No,2.0,Vulnerable
1586,Gryffindor,1.0,,,,1.0,Yes,9.0,Vulnerable
1587,Slytherin,,,False,3.0,5.0,No,0.0,Safe
1588,Hufflepuff,6.0,13.0,False,7.0,7.0,No,0.0,Safe
1589,Slytherin,4.0,5.0,False,7.0,4.0,No,1.0,Safe
1590,Slytherin,7.0,12.0,False,5.0,7.0,,2.0,Safe
1591,Slytherin,6.0,7.0,False,10.0,7.0,No,0.0,Safe
1592,Slytherin,9.0,9.0,,6.0,5.0,No,3.0,Safe
1593,Slytherin,,,,,,Yes,8.0,Vulnerable
1594,Gryffindor,,10.0,,3.0,4.0,No,3.0,Vulnerable
1595,Gryffindor,7.0,7.0,,,3.0,No,2.0,Vulnerable
1596,Slytherin,9.0,13.0,False,6.0,7.0,No,0.0,Vulnerable
1597,Slytherin,7.0,7.0,False,4.0,3.0,No,,Vulnerable
1598,Ravenclaw,3.0,2.0,,3.0,3.0,Yes,6.0,Vulnerable
1599,Hufflepuff,6.0,14.0,,4.0,7.0,No,3.0,Safe
1600,Hufflepuff,8.0,14.0,False,4.0,3.0,No,,Safe
1601,Ravenclaw,6.0,15.0,False,9.0,3.0,No,,Safe
1602,Gryffindor,8.0,12.0,,5.0,5.0,No,2.0,Safe
1603,Hufflepuff,4.0,6.0,False,6.0,,No,,Vulnerable
1604,Slytherin,2.0,5.0,True,,3.0,Yes,6.0,Vulnerable
1605,Slytherin,5.0,12.0,False,,4.0,No,,Vulnerable
1606,Gryffindor,4.0,9.0,,10.0,3.0,No,3.0,Safe
1607,Gryffindor,5.0,15.0,False,3.0,3.0,No,3.0,Safe
1608,Slytherin,6.0,5.0,,8.0,4.0,No,3.0,Safe
1609,Slytherin,,10.0,False,5.0,5.0,No,2.0,Vulnerable
1610,Gryffindor,5.0,8.0,False,4.0,4.0,No,,Vulnerable
1611,Slytherin,9.0,10.0,,,5.0,No,4.0,Safe
1612,Ravenclaw,,,False,,5.0,No,2.0,Vulnerable
1613,Gryffindor,7.0,13.0,False,9.0,6.0,No,4.0,Safe
1614,Slytherin,,,,2.0,2.0,Yes,9.0,Vulnerable
1615,Hufflepuff,,13.0,False,5.0,5.0,,3.0,Safe
1616,Ravenclaw,5.0,10.0,False,6.0,7.0,No,2.0,Safe
1617,Slytherin,9.0,13.0,,8.0,6.0,No,2.0,Safe
1618,Gryffindor,8.0,14.0,False,4.0,4.0,No,2.0,Safe
1619,Slytherin,9.0,5.0,False,6.0,6.0,No,1.0,Safe
1620,Hufflepuff,9.0,14.0,False,4.0,6.0,,0.0,Safe
1621,Gryffindor,5.0,15.0,,3.0,6.0,No,3.0,Safe
1622,Ravenclaw,5.0,,False,,4.0,No,0.0,Safe
1623,Hufflepuff,,14.0,,4.0,3.0,No,,Safe
1624,Ravenclaw,5.0,11.0,,9.0,5.0,No,0.0,Safe
1625,Hufflepuff,5.0,8.0,False,,,No,4.0,Vulnerable
1626,Slytherin,7.0,8.0,,6.0,4.0,No,7.0,Safe
1627,Gryffindor,9.0,11.0,False,4.0,5.0,No,2.0,Safe
1628,Slytherin,,0.0,True,,,Yes,10.0,Vulnerable
1629,Hufflepuff,,12.0,False,9.0,4.0,No,3.0,Safe
1630,Hufflepuff,0.0,2.0,True,1.0,2.0,Yes,4.0,Vulnerable
1631,Hufflepuff,4.0,5.0,,5.0,,No,1.0,Vulnerable
1632,Slytherin,0.0,2.0,,2.0,1.0,Yes,,Vulnerable
1633,Slytherin,2.0,,True,2.0,1.0,Yes,11.0,Vulnerable
1634,Slytherin,9.0,,,10.0,7.0,No,3.0,Safe
1635,Gryffindor,8.0,,False,9.0,7.0,No,2.0,Safe
1636,Ravenclaw,5.0,10.0,False,10.0,5.0,No,1.0,Safe
1637,Slytherin,5.0,10.0,False,7.0,,No,1.0,Safe
1638,Gryffindor,5.0,7.0,False,6.0,3.0,No,3.0,Vulnerable
1639,Gryffindor,4.0,11.0,False,,,,2.0,Vulnerable
1640,Slytherin,,5.0,True,0.0,1.0,Yes,11.0,Vulnerable
1641,Slytherin,10.0,10.0,False,4.0,6.0,No,3.0,Safe
1642,Slytherin,9.0,,,8.0,7.0,No,0.0,Safe
1643,Slytherin,,,,0.0,1.0,Yes,,Vulnerable
1644,Slytherin,8.0,9.0,False,,4.0,No,,Vulnerable
1645,Slytherin,8.0,13.0,False,4.0,5.0,,2.0,Safe
1646,Slytherin,,,True,0.0,2.0,Yes,8.0,Vulnerable
1647,Gryffindor,4.0,11.0,False,7.0,,No,0.0,Safe
1648,Slytherin,2.0,3.0,True,,0.0,,5.0,Vulnerable
1649,Hufflepuff,5.0,11.0,False,3.0,4.0,No,1.0,Safe
1650,Gryffindor,8.0,10.0,,6.0,3.0,No,0.0,Safe
1651,Gryffindor,0.0,5.0,,,0.0,Yes,10.0,Vulnerable
1652,Gryffindor,,9.0,False,5.0,6.0,No,1.0,Safe
1653,Ravenclaw,5.0,7.0,False,,3.0,No,0.0,Vulnerable
1654,Ravenclaw,4.0,9.0,,3.0,3.0,,2.0,Safe
1655,Ravenclaw,4.0,,,,3.0,No,,Vulnerable
1656,Slytherin,3.0,8.0,False,3.0,5.0,No,3.0,Safe
1657,Ravenclaw,5.0,,False,,5.0,No,,Vulnerable
1658,Slytherin,9.0,7.0,False,9.0,,No,0.0,Safe
1659,Ravenclaw,5.0,13.0,,,6.0,No,1.0,Safe
1660,Slytherin,,0.0,True,2.0,1.0,Yes,,Vulnerable
1661,Gryffindor,5.0,3.0,False,,4.0,No,3.0,Safe
1662,Slytherin,7.0,9.0,,7.0,4.0,No,2.0,Safe
1663,Gryffindor,9.0,12.0,False,6.0,6.0,No,1.0,Safe
1664,Ravenclaw,3.0,5.0,True,,0.0,Yes,7.0,Vulnerable
1665,Gryffindor,9.0,8.0,,4.0,5.0,No,3.0,Safe
1666,Slytherin,2.0,1.0,True,3.0,,Yes,9.0,Vulnerable
1667,Ravenclaw,2.0,2.0,True,,0.0,Yes,8.0,Vulnerable
1668,Ravenclaw,3.0,,True,2.0,1.0,Yes,8.0,Vulnerable
1669,Slytherin,,4.0,,1.0,1.0,Yes,7.0,Vulnerable
1670,Hufflepuff,6.0,9.0,,3.0,5.0,No,0.0,Safe
1671,Slytherin,6.0,14.0,,8.0,7.0,No,1.0,Safe
1672,Gryffindor,9.0,8.0,False,7.0,,No,,Safe
1673,Slytherin,,,,,1.0,Yes,6.0,Vulnerable
1674,Slytherin,1.0,1.0,True,,2.0,Yes,9.0,Vulnerable
1675,Slytherin,8.0,11.0,False,,5.0,,3.0,Safe
1676,Slytherin,3.0,4.0,True,,1.0,Yes,5.0,Vulnerable
1677,Gryffindor,9.0,10.0,False,6.0,6.0,No,,Safe
1678,Ravenclaw,6.0,13.0,False,,7.0,No,,Safe
1679,Ravenclaw,6.0,12.0,False,5.0,3.0,No,2.0,Safe
1680,Gryffindor,7.0,12.0,False,8.0,4.0,,3.0,Safe
1681,Hufflepuff,3.0,8.0,False,7.0,5.0,No,2.0,Safe
1682,Gryffindor,0.0,,True,,2.0,Yes,9.0,Vulnerable
1683,Slytherin,9.0,8.0,,4.0,,No,0.0,Safe
1684,Hufflepuff,5.0,7.0,,9.0,3.0,No,2.0,Safe
1685,Slytherin,6.0,12.0,False,9.0,,No,0.0,Safe
1686,Slytherin,10.0,14.0,False,6.0,7.0,No,1.0,Safe
1687,Slytherin,3.0,13.0,False,5.0,7.0,No,2.0,Safe
1688,Gryffindor,3.0,10.0,,8.0,7.0,No,0.0,Safe
1689,Hufflepuff,8.0,11.0,False,5.0,4.0,No,2.0,Safe
1690,Hufflepuff,4.0,6.0,False,3.0,6.0,No,2.0,Safe
1691,Slytherin,3.0,6.0,,3.0,5.0,No,0.0,Safe
1692,Slytherin,8.0,14.0,,,3.0,No,3.0,Safe
1693,Ravenclaw,6.0,9.0,False,5.0,,No,0.0,Vulnerable
1694,Ravenclaw,8.0,15.0,,4.0,6.0,No,0.0,Safe
1695,Slytherin,2.0,3.0,True,0.0,2.0,Yes,4.0,Vulnerable
1696,Slytherin,8.0,5.0,False,5.0,4.0,No,2.0,Safe
1697,Slytherin,5.0,,,,5.0,No,1.0,Vulnerable
1698,Ravenclaw,6.0,15.0,,3.0,,No,0.0,Safe
1699,Gryffindor,8.0,11.0,False,8.0,6.0,No,1.0,Safe
1700,Slytherin,6.0,6.0,False,7.0,3.0,No,0.0,Safe
1701,Ravenclaw,7.0,7.0,,5.0,7.0,No,3.0,Safe
1702,Slytherin,2.0,0.0,True,0.0,,,,Vulnerable
1703,Ravenclaw,8.0,10.0,,6.0,5.0,No,,Vulnerable
1704,Hufflepuff,5.0,7.0,False,7.0,3.0,No,,Vulnerable
1705,Hufflepuff,7.0,14.0,,8.0,,No,,Safe
1706,Ravenclaw,4.0,6.0,False,9.0,5.0,,2.0,Safe
1707,Ravenclaw,7.0,11.0,False,7.0,3.0,No,3.0,Safe
1708,Ravenclaw,2.0,4.0,True,,,Yes,10.0,Vulnerable
1709,Slytherin,3.0,,True,1.0,2.0,Yes,9.0,Vulnerable
1710,Slytherin,3.0,3.0,,1.0,1.0,Yes,7.0,Vulnerable
1711,Gryffindor,8.0,,False,4.0,,No,,Vulnerable
1712,Slytherin,8.0,3.0,False,5.0,3.0,No,3.0,Safe
1713,Ravenclaw,8.0,9.0,,7.0,4.0,No,2.0,Safe
1714,Gryffindor,,10.0,,9.0,5.0,No,2.0,Safe
1715,Gryffindor,10.0,4.0,False,7.0,4.0,No,3.0,Safe
1716,Gryffindor,6.0,13.0,,8.0,7.0,No,0.0,Vulnerable
1717,Ravenclaw,7.0,11.0,False,7.0,6.0,No,1.0,Safe
1718,Slytherin,0.0,3.0,,0.0,,Yes,8.0,Vulnerable
1719,Ravenclaw,6.0,6.0,False,6.0,5.0,,,Vulnerable
1720,Ravenclaw,6.0,8.0,,5.0,6.0,,,Vulnerable
1721,Ravenclaw,6.0,4.0,False,6.0,5.0,No,1.0,Safe
1722,Hufflepuff,4.0,,,6.0,,No,3.0,Safe
1723,Hufflepuff,10.0,13.0,,4.0,5.0,No,3.0,Safe
1724,Hufflepuff,5.0,10.0,False,4.0,6.0,No,2.0,Safe
1725,Slytherin,5.0,15.0,False,6.0,7.0,No,1.0,Vulnerable
1726,Gryffindor,4.0,8.0,False,10.0,4.0,No,1.0,Safe
1727,Hufflepuff,,11.0,False,7.0,5.0,No,3.0,Safe
1728,Slytherin,4.0,,False,8.0,3.0,No,2.0,Safe
1729,Slytherin,4.0,10.0,False,,7.0,No,4.0,Vulnerable
1730,Hufflepuff,3.0,6.0,,8.0,5.0,No,0.0,Safe
1731,Slytherin,8.0,6.0,,8.0,6.0,No,,Safe
1732,Slytherin,,,,3.0,6.0,No,3.0,Vulnerable
1733,Hufflepuff,,15.0,False,8.0,7.0,No,4.0,Safe
1734,Hufflepuff,4.0,11.0,False,3.0,6.0,,,Safe
1735,Ravenclaw,2.0,,True,1.0,1.0,Yes,9.0,Vulnerable
1736,Slytherin,2.0,3.0,,0.0,2.0,Yes,6.0,Vulnerable
